close,high,low,symbol,timestamp
7692,7692,7691.5,XBTUSD,2018-06-07T17:44:00.000Z
7692,7692,7691,XBTUSD,2018-06-07T17:43:00.000Z
7691.5,7691.5,7691,XBTUSD,2018-06-07T17:42:00.000Z
7691.5,7691.5,7691,XBTUSD,2018-06-07T17:41:00.000Z
7691.5,7691.5,7691,XBTUSD,2018-06-07T17:40:00.000Z
7691.5,7691.5,7687,XBTUSD,2018-06-07T17:39:00.000Z
7687,7687,7686.5,XBTUSD,2018-06-07T17:38:00.000Z
7687,7687,7686.5,XBTUSD,2018-06-07T17:37:00.000Z
7687,7687.5,7686.5,XBTUSD,2018-06-07T17:36:00.000Z
7687.5,7693.5,7686.5,XBTUSD,2018-06-07T17:35:00.000Z
7693,7695,7693,XBTUSD,2018-06-07T17:34:00.000Z
7694.5,7695,7691.5,XBTUSD,2018-06-07T17:33:00.000Z
7692,7692,7691.5,XBTUSD,2018-06-07T17:32:00.000Z
7692,7692,7691.5,XBTUSD,2018-06-07T17:31:00.000Z
7691.5,7692,7691.5,XBTUSD,2018-06-07T17:30:00.000Z
7692,7692,7691.5,XBTUSD,2018-06-07T17:29:00.000Z
7691.5,7692,7691.5,XBTUSD,2018-06-07T17:28:00.000Z
7691.5,7692,7688.5,XBTUSD,2018-06-07T17:27:00.000Z
7689,7689,7686.5,XBTUSD,2018-06-07T17:26:00.000Z
7687,7687,7683.5,XBTUSD,2018-06-07T17:25:00.000Z
7683.5,7689.5,7683.5,XBTUSD,2018-06-07T17:24:00.000Z
7684.5,7684.5,7680.5,XBTUSD,2018-06-07T17:23:00.000Z
7681,7681,7680.5,XBTUSD,2018-06-07T17:22:00.000Z
7681,7681,7678.5,XBTUSD,2018-06-07T17:21:00.000Z
7681,7684,7681,XBTUSD,2018-06-07T17:20:00.000Z
7684,7685.5,7683.5,XBTUSD,2018-06-07T17:19:00.000Z
7685,7685,7681,XBTUSD,2018-06-07T17:18:00.000Z
7681.5,7682,7678,XBTUSD,2018-06-07T17:17:00.000Z
7682,7687.5,7661.5,XBTUSD,2018-06-07T17:16:00.000Z
7661.5,7687,7661,XBTUSD,2018-06-07T17:15:00.000Z
7684,7695.5,7677,XBTUSD,2018-06-07T17:14:00.000Z
7695.5,7698.5,7693.5,XBTUSD,2018-06-07T17:13:00.000Z
7698,7699,7697.5,XBTUSD,2018-06-07T17:12:00.000Z
7698,7705,7697.5,XBTUSD,2018-06-07T17:11:00.000Z
7703.5,7703.5,7697,XBTUSD,2018-06-07T17:10:00.000Z
7697.5,7710.5,7697,XBTUSD,2018-06-07T17:09:00.000Z
7710,7710.5,7704.5,XBTUSD,2018-06-07T17:08:00.000Z
7705,7705,7702.5,XBTUSD,2018-06-07T17:07:00.000Z
7702.5,7703,7699.5,XBTUSD,2018-06-07T17:06:00.000Z
7700,7700,7694.5,XBTUSD,2018-06-07T17:05:00.000Z
7695,7697.5,7692,XBTUSD,2018-06-07T17:04:00.000Z
7697,7709.5,7697,XBTUSD,2018-06-07T17:03:00.000Z
7709.5,7728.5,7691.5,XBTUSD,2018-06-07T17:02:00.000Z
7725,7730.5,7719.5,XBTUSD,2018-06-07T17:01:00.000Z
7720,7720,7712,XBTUSD,2018-06-07T17:00:00.000Z
7712,7714,7712,XBTUSD,2018-06-07T16:59:00.000Z
7714,7714,7704.5,XBTUSD,2018-06-07T16:58:00.000Z
7704.5,7705,7704.5,XBTUSD,2018-06-07T16:57:00.000Z
7704.5,7705,7701.5,XBTUSD,2018-06-07T16:56:00.000Z
7701.5,7706.5,7701.5,XBTUSD,2018-06-07T16:55:00.000Z
7704,7704,7701.5,XBTUSD,2018-06-07T16:54:00.000Z
7701.5,7702,7701.5,XBTUSD,2018-06-07T16:53:00.000Z
7702,7702,7701.5,XBTUSD,2018-06-07T16:52:00.000Z
7701.5,7702.5,7701.5,XBTUSD,2018-06-07T16:51:00.000Z
7702,7703,7701,XBTUSD,2018-06-07T16:50:00.000Z
7701,7701,7699.5,XBTUSD,2018-06-07T16:49:00.000Z
7699,7700,7694,XBTUSD,2018-06-07T16:48:00.000Z
7694.5,7694.5,7694,XBTUSD,2018-06-07T16:47:00.000Z
7694,7696,7694,XBTUSD,2018-06-07T16:46:00.000Z
7696,7698,7695.5,XBTUSD,2018-06-07T16:45:00.000Z
7697.5,7698,7695.5,XBTUSD,2018-06-07T16:44:00.000Z
7696,7696,7691.5,XBTUSD,2018-06-07T16:43:00.000Z
7691.5,7692,7691.5,XBTUSD,2018-06-07T16:42:00.000Z
7692,7692,7691.5,XBTUSD,2018-06-07T16:41:00.000Z
7692,7692,7691,XBTUSD,2018-06-07T16:40:00.000Z
7691.5,7691.5,7691,XBTUSD,2018-06-07T16:39:00.000Z
7691.5,7693.5,7691,XBTUSD,2018-06-07T16:38:00.000Z
7693,7696,7693,XBTUSD,2018-06-07T16:37:00.000Z
7695.5,7698,7695.5,XBTUSD,2018-06-07T16:36:00.000Z
7697.5,7698,7697.5,XBTUSD,2018-06-07T16:35:00.000Z
7697.5,7703,7697.5,XBTUSD,2018-06-07T16:34:00.000Z
7702.5,7703,7695.5,XBTUSD,2018-06-07T16:33:00.000Z
7695.5,7696,7695,XBTUSD,2018-06-07T16:32:00.000Z
7695,7695,7694.5,XBTUSD,2018-06-07T16:31:00.000Z
7694.5,7695,7694.5,XBTUSD,2018-06-07T16:30:00.000Z
7694.5,7695,7694.5,XBTUSD,2018-06-07T16:29:00.000Z
7695,7695,7694.5,XBTUSD,2018-06-07T16:28:00.000Z
7694.5,7695,7694.5,XBTUSD,2018-06-07T16:27:00.000Z
7695,7695,7690,XBTUSD,2018-06-07T16:26:00.000Z
7690.5,7691,7688,XBTUSD,2018-06-07T16:25:00.000Z
7688.5,7688.5,7688,XBTUSD,2018-06-07T16:24:00.000Z
7688,7688.5,7688,XBTUSD,2018-06-07T16:23:00.000Z
7688.5,7688.5,7688,XBTUSD,2018-06-07T16:22:00.000Z
7688,7688.5,7688,XBTUSD,2018-06-07T16:21:00.000Z
7688.5,7688.5,7688,XBTUSD,2018-06-07T16:20:00.000Z
7688.5,7688.5,7688,XBTUSD,2018-06-07T16:19:00.000Z
7688.5,7693,7688,XBTUSD,2018-06-07T16:18:00.000Z
7692.5,7694.5,7687.5,XBTUSD,2018-06-07T16:17:00.000Z
7688,7688,7687.5,XBTUSD,2018-06-07T16:16:00.000Z
7687.5,7693,7687.5,XBTUSD,2018-06-07T16:15:00.000Z
7692.5,7693,7692.5,XBTUSD,2018-06-07T16:14:00.000Z
7692.5,7695.5,7692.5,XBTUSD,2018-06-07T16:13:00.000Z
7695.5,7698,7695,XBTUSD,2018-06-07T16:12:00.000Z
7698.5,7704,7698,XBTUSD,2018-06-07T16:11:00.000Z
7703.5,7717,7700,XBTUSD,2018-06-07T16:10:00.000Z
7700.5,7700.5,7694,XBTUSD,2018-06-07T16:09:00.000Z
7694,7694.5,7693.5,XBTUSD,2018-06-07T16:08:00.000Z
7694,7694,7687.5,XBTUSD,2018-06-07T16:07:00.000Z
7687.5,7687.5,7687,XBTUSD,2018-06-07T16:06:00.000Z
7687.5,7687.5,7687,XBTUSD,2018-06-07T16:05:00.000Z
7687,7687.5,7685,XBTUSD,2018-06-07T16:04:00.000Z
7685.5,7687,7684.5,XBTUSD,2018-06-07T16:03:00.000Z
7686.5,7687.5,7686.5,XBTUSD,2018-06-07T16:02:00.000Z
7687,7691.5,7687,XBTUSD,2018-06-07T16:01:00.000Z
7691,7691.5,7691,XBTUSD,2018-06-07T16:00:00.000Z
7691,7697,7691,XBTUSD,2018-06-07T15:59:00.000Z
7696.5,7697,7696.5,XBTUSD,2018-06-07T15:58:00.000Z
7697,7697,7696.5,XBTUSD,2018-06-07T15:57:00.000Z
7697,7697,7694.5,XBTUSD,2018-06-07T15:56:00.000Z
7695,7695,7694.5,XBTUSD,2018-06-07T15:55:00.000Z
7694.5,7695,7691,XBTUSD,2018-06-07T15:54:00.000Z
7691.5,7696.5,7691,XBTUSD,2018-06-07T15:53:00.000Z
7693,7696,7690,XBTUSD,2018-06-07T15:52:00.000Z
7695.5,7697,7683,XBTUSD,2018-06-07T15:51:00.000Z
7683.5,7688,7683,XBTUSD,2018-06-07T15:50:00.000Z
7687.5,7688,7684.5,XBTUSD,2018-06-07T15:49:00.000Z
7684.5,7684.5,7682,XBTUSD,2018-06-07T15:48:00.000Z
7682.5,7682.5,7682,XBTUSD,2018-06-07T15:47:00.000Z
7682,7682.5,7682,XBTUSD,2018-06-07T15:46:00.000Z
7682,7682.5,7682,XBTUSD,2018-06-07T15:45:00.000Z
7682.5,7682.5,7682,XBTUSD,2018-06-07T15:44:00.000Z
7682,7682.5,7676.5,XBTUSD,2018-06-07T15:43:00.000Z
7677,7677,7673.5,XBTUSD,2018-06-07T15:42:00.000Z
7674,7674,7670,XBTUSD,2018-06-07T15:41:00.000Z
7670.5,7677,7669.5,XBTUSD,2018-06-07T15:40:00.000Z
7676.5,7677,7676.5,XBTUSD,2018-06-07T15:39:00.000Z
7676.5,7676.5,7676,XBTUSD,2018-06-07T15:38:00.000Z
7676,7676.5,7675.5,XBTUSD,2018-06-07T15:37:00.000Z
7676,7676,7675.5,XBTUSD,2018-06-07T15:36:00.000Z
7675.5,7676,7675,XBTUSD,2018-06-07T15:35:00.000Z
7675.5,7675.5,7675,XBTUSD,2018-06-07T15:34:00.000Z
7675.5,7675.5,7673,XBTUSD,2018-06-07T15:33:00.000Z
7673.5,7673.5,7672.5,XBTUSD,2018-06-07T15:32:00.000Z
7673,7673,7669,XBTUSD,2018-06-07T15:31:00.000Z
7669,7678.5,7667,XBTUSD,2018-06-07T15:30:00.000Z
7678,7682.5,7678,XBTUSD,2018-06-07T15:29:00.000Z
7682,7682.5,7682,XBTUSD,2018-06-07T15:28:00.000Z
7682,7682.5,7682,XBTUSD,2018-06-07T15:27:00.000Z
7682,7682.5,7682,XBTUSD,2018-06-07T15:26:00.000Z
7682,7682.5,7682,XBTUSD,2018-06-07T15:25:00.000Z
7682,7682.5,7682,XBTUSD,2018-06-07T15:24:00.000Z
7682,7682,7678,XBTUSD,2018-06-07T15:23:00.000Z
7678,7678.5,7676,XBTUSD,2018-06-07T15:22:00.000Z
7676.5,7676.5,7670.5,XBTUSD,2018-06-07T15:21:00.000Z
7672,7676,7672,XBTUSD,2018-06-07T15:20:00.000Z
7676,7676,7674,XBTUSD,2018-06-07T15:19:00.000Z
7674,7678.5,7666,XBTUSD,2018-06-07T15:18:00.000Z
7678.5,7682,7678.5,XBTUSD,2018-06-07T15:17:00.000Z
7682,7684.5,7682,XBTUSD,2018-06-07T15:16:00.000Z
7684,7684.5,7683,XBTUSD,2018-06-07T15:15:00.000Z
7684,7684.5,7684,XBTUSD,2018-06-07T15:14:00.000Z
7684,7684.5,7684,XBTUSD,2018-06-07T15:13:00.000Z
7684.5,7684.5,7682,XBTUSD,2018-06-07T15:12:00.000Z
7682,7687.5,7682,XBTUSD,2018-06-07T15:11:00.000Z
7687,7688,7687,XBTUSD,2018-06-07T15:10:00.000Z
7688,7688.5,7688,XBTUSD,2018-06-07T15:09:00.000Z
7688,7688.5,7688,XBTUSD,2018-06-07T15:08:00.000Z
7688,7688.5,7688,XBTUSD,2018-06-07T15:07:00.000Z
7688,7688.5,7688,XBTUSD,2018-06-07T15:06:00.000Z
7688,7688.5,7688,XBTUSD,2018-06-07T15:05:00.000Z
7688.5,7688.5,7688,XBTUSD,2018-06-07T15:04:00.000Z
7688.5,7689,7688,XBTUSD,2018-06-07T15:03:00.000Z
7688.5,7689,7688.5,XBTUSD,2018-06-07T15:02:00.000Z
7688.5,7691,7688.5,XBTUSD,2018-06-07T15:01:00.000Z
7691,7693,7690.5,XBTUSD,2018-06-07T15:00:00.000Z
7693.5,7693.5,7689.5,XBTUSD,2018-06-07T14:59:00.000Z
7690,7690,7688,XBTUSD,2018-06-07T14:58:00.000Z
7688,7688.5,7688,XBTUSD,2018-06-07T14:57:00.000Z
7688.5,7688.5,7688,XBTUSD,2018-06-07T14:56:00.000Z
7688.5,7688.5,7688,XBTUSD,2018-06-07T14:55:00.000Z
7688,7690.5,7688,XBTUSD,2018-06-07T14:54:00.000Z
7690.5,7690.5,7689.5,XBTUSD,2018-06-07T14:53:00.000Z
7689.5,7689.5,7688.5,XBTUSD,2018-06-07T14:52:00.000Z
7688.5,7691,7687.5,XBTUSD,2018-06-07T14:51:00.000Z
7691.5,7692.5,7678.5,XBTUSD,2018-06-07T14:50:00.000Z
7678.5,7687.5,7678.5,XBTUSD,2018-06-07T14:49:00.000Z
7687.5,7689,7687.5,XBTUSD,2018-06-07T14:48:00.000Z
7688.5,7693,7688.5,XBTUSD,2018-06-07T14:47:00.000Z
7693,7695,7691,XBTUSD,2018-06-07T14:46:00.000Z
7694.5,7695,7694.5,XBTUSD,2018-06-07T14:45:00.000Z
7695,7695,7694.5,XBTUSD,2018-06-07T14:44:00.000Z
7695,7695,7694,XBTUSD,2018-06-07T14:43:00.000Z
7694,7696,7694,XBTUSD,2018-06-07T14:42:00.000Z
7695.5,7696,7692,XBTUSD,2018-06-07T14:41:00.000Z
7692,7699,7691.5,XBTUSD,2018-06-07T14:40:00.000Z
7699,7699,7696,XBTUSD,2018-06-07T14:39:00.000Z
7696,7696.5,7694,XBTUSD,2018-06-07T14:38:00.000Z
7694.5,7698,7690.5,XBTUSD,2018-06-07T14:37:00.000Z
7690.5,7691,7683,XBTUSD,2018-06-07T14:36:00.000Z
7683.5,7683.5,7681.5,XBTUSD,2018-06-07T14:35:00.000Z
7682,7683.5,7682,XBTUSD,2018-06-07T14:34:00.000Z
7683,7684.5,7683,XBTUSD,2018-06-07T14:33:00.000Z
7684,7685.5,7678,XBTUSD,2018-06-07T14:32:00.000Z
7678,7678.5,7678,XBTUSD,2018-06-07T14:31:00.000Z
7678,7678.5,7677.5,XBTUSD,2018-06-07T14:30:00.000Z
7678,7678,7670.5,XBTUSD,2018-06-07T14:29:00.000Z
7671,7680,7651,XBTUSD,2018-06-07T14:28:00.000Z
7672.5,7699,7672.5,XBTUSD,2018-06-07T14:27:00.000Z
7698.5,7699.5,7698.5,XBTUSD,2018-06-07T14:26:00.000Z
