close,high,low,symbol,timestamp
7699,7699.5,7699,XBTUSD,2018-06-07T14:25:00.000Z
7699,7699.5,7699,XBTUSD,2018-06-07T14:24:00.000Z
7699.5,7699.5,7699,XBTUSD,2018-06-07T14:23:00.000Z
7699,7699.5,7699,XBTUSD,2018-06-07T14:22:00.000Z
7699,7699.5,7699,XBTUSD,2018-06-07T14:21:00.000Z
7699.5,7699.5,7699,XBTUSD,2018-06-07T14:20:00.000Z
7699,7699.5,7699,XBTUSD,2018-06-07T14:19:00.000Z
7699,7700.5,7699,XBTUSD,2018-06-07T14:18:00.000Z
7701,7701,7700.5,XBTUSD,2018-06-07T14:17:00.000Z
7701,7701,7700.5,XBTUSD,2018-06-07T14:16:00.000Z
7701,7701,7700.5,XBTUSD,2018-06-07T14:15:00.000Z
7701,7701,7700.5,XBTUSD,2018-06-07T14:14:00.000Z
7701,7701,7700.5,XBTUSD,2018-06-07T14:13:00.000Z
7700.5,7701.5,7700.5,XBTUSD,2018-06-07T14:12:00.000Z
7701.5,7701.5,7701,XBTUSD,2018-06-07T14:11:00.000Z
7701,7702,7701,XBTUSD,2018-06-07T14:10:00.000Z
7702.5,7705,7702.5,XBTUSD,2018-06-07T14:09:00.000Z
7704.5,7705,7704.5,XBTUSD,2018-06-07T14:08:00.000Z
7705,7705,7704.5,XBTUSD,2018-06-07T14:07:00.000Z
7704.5,7705,7704.5,XBTUSD,2018-06-07T14:06:00.000Z
7704.5,7705,7704.5,XBTUSD,2018-06-07T14:05:00.000Z
7705,7705,7704.5,XBTUSD,2018-06-07T14:04:00.000Z
7705,7708.5,7705,XBTUSD,2018-06-07T14:03:00.000Z
7708.5,7708.5,7700,XBTUSD,2018-06-07T14:02:00.000Z
7700.5,7700.5,7699.5,XBTUSD,2018-06-07T14:01:00.000Z
7699.5,7699.5,7698.5,XBTUSD,2018-06-07T14:00:00.000Z
7699,7699,7698,XBTUSD,2018-06-07T13:59:00.000Z
7698,7698.5,7698,XBTUSD,2018-06-07T13:58:00.000Z
7698.5,7698.5,7698,XBTUSD,2018-06-07T13:57:00.000Z
7698.5,7698.5,7696,XBTUSD,2018-06-07T13:56:00.000Z
7696.5,7696.5,7696,XBTUSD,2018-06-07T13:55:00.000Z
7696,7701,7696,XBTUSD,2018-06-07T13:54:00.000Z
7701,7701.5,7701,XBTUSD,2018-06-07T13:53:00.000Z
7701.5,7701.5,7701,XBTUSD,2018-06-07T13:52:00.000Z
7701.5,7701.5,7701,XBTUSD,2018-06-07T13:51:00.000Z
7701.5,7701.5,7701,XBTUSD,2018-06-07T13:50:00.000Z
7701,7701.5,7701,XBTUSD,2018-06-07T13:49:00.000Z
7701,7702,7701,XBTUSD,2018-06-07T13:48:00.000Z
7701.5,7702.5,7701.5,XBTUSD,2018-06-07T13:47:00.000Z
7702,7702.5,7702,XBTUSD,2018-06-07T13:46:00.000Z
7702,7703.5,7702,XBTUSD,2018-06-07T13:45:00.000Z
7703,7703.5,7703,XBTUSD,2018-06-07T13:44:00.000Z
7703,7703.5,7703,XBTUSD,2018-06-07T13:43:00.000Z
7703.5,7703.5,7703,XBTUSD,2018-06-07T13:42:00.000Z
7703,7703.5,7701,XBTUSD,2018-06-07T13:41:00.000Z
7701,7701,7700,XBTUSD,2018-06-07T13:40:00.000Z
7700,7702.5,7700,XBTUSD,2018-06-07T13:39:00.000Z
7702.5,7704.5,7702.5,XBTUSD,2018-06-07T13:38:00.000Z
7704,7704.5,7704,XBTUSD,2018-06-07T13:37:00.000Z
7704.5,7704.5,7704,XBTUSD,2018-06-07T13:36:00.000Z
7704,7704.5,7704,XBTUSD,2018-06-07T13:35:00.000Z
7704,7704.5,7704,XBTUSD,2018-06-07T13:34:00.000Z
7704.5,7704.5,7704,XBTUSD,2018-06-07T13:33:00.000Z
7704.5,7707,7704,XBTUSD,2018-06-07T13:32:00.000Z
7707,7709,7706.5,XBTUSD,2018-06-07T13:31:00.000Z
7709,7709.5,7709,XBTUSD,2018-06-07T13:30:00.000Z
7709,7710,7709,XBTUSD,2018-06-07T13:29:00.000Z
7709.5,7710.5,7709.5,XBTUSD,2018-06-07T13:28:00.000Z
7710.5,7710.5,7710,XBTUSD,2018-06-07T13:27:00.000Z
7710,7710.5,7710,XBTUSD,2018-06-07T13:26:00.000Z
7710.5,7710.5,7710,XBTUSD,2018-06-07T13:25:00.000Z
7710,7710.5,7710,XBTUSD,2018-06-07T13:24:00.000Z
7710.5,7710.5,7708.5,XBTUSD,2018-06-07T13:23:00.000Z
7708.5,7709,7707.5,XBTUSD,2018-06-07T13:22:00.000Z
7708,7708,7707.5,XBTUSD,2018-06-07T13:21:00.000Z
7708,7708,7706.5,XBTUSD,2018-06-07T13:20:00.000Z
7706.5,7707,7705.5,XBTUSD,2018-06-07T13:19:00.000Z
7705.5,7705.5,7704.5,XBTUSD,2018-06-07T13:18:00.000Z
7704.5,7705,7704.5,XBTUSD,2018-06-07T13:17:00.000Z
7704.5,7705,7704.5,XBTUSD,2018-06-07T13:16:00.000Z
7705,7705.5,7704.5,XBTUSD,2018-06-07T13:15:00.000Z
7705,7709,7705,XBTUSD,2018-06-07T13:14:00.000Z
7708.5,7709,7708.5,XBTUSD,2018-06-07T13:13:00.000Z
7708.5,7709,7708.5,XBTUSD,2018-06-07T13:12:00.000Z
7708.5,7709,7708.5,XBTUSD,2018-06-07T13:11:00.000Z
7709,7709,7707.5,XBTUSD,2018-06-07T13:10:00.000Z
7708,7708,7705.5,XBTUSD,2018-06-07T13:09:00.000Z
7706,7706,7705,XBTUSD,2018-06-07T13:08:00.000Z
7705,7705,7704,XBTUSD,2018-06-07T13:07:00.000Z
7704,7704,7702.5,XBTUSD,2018-06-07T13:06:00.000Z
7703,7703,7702.5,XBTUSD,2018-06-07T13:05:00.000Z
7703,7703,7702.5,XBTUSD,2018-06-07T13:04:00.000Z
7702.5,7703,7702.5,XBTUSD,2018-06-07T13:03:00.000Z
7703,7703,7702,XBTUSD,2018-06-07T13:02:00.000Z
7702.5,7702.5,7702,XBTUSD,2018-06-07T13:01:00.000Z
7702.5,7702.5,7702,XBTUSD,2018-06-07T13:00:00.000Z
7702,7707,7702,XBTUSD,2018-06-07T12:59:00.000Z
7707,7709,7707,XBTUSD,2018-06-07T12:58:00.000Z
7708.5,7709,7708.5,XBTUSD,2018-06-07T12:57:00.000Z
7709,7709,7708.5,XBTUSD,2018-06-07T12:56:00.000Z
7709,7709,7708.5,XBTUSD,2018-06-07T12:55:00.000Z
7709,7709,7707.5,XBTUSD,2018-06-07T12:54:00.000Z
7708,7708,7707,XBTUSD,2018-06-07T12:53:00.000Z
7708,7709,7708,XBTUSD,2018-06-07T12:52:00.000Z
7709,7714.5,7708.5,XBTUSD,2018-06-07T12:51:00.000Z
7714,7720,7707,XBTUSD,2018-06-07T12:50:00.000Z
7707,7707,7705,XBTUSD,2018-06-07T12:49:00.000Z
7705.5,7705.5,7704,XBTUSD,2018-06-07T12:48:00.000Z
7704.5,7704.5,7702,XBTUSD,2018-06-07T12:47:00.000Z
7702,7702,7701,XBTUSD,2018-06-07T12:46:00.000Z
7701,7701.5,7700.5,XBTUSD,2018-06-07T12:45:00.000Z
7701,7701,7698.5,XBTUSD,2018-06-07T12:44:00.000Z
7698.5,7698.5,7698,XBTUSD,2018-06-07T12:43:00.000Z
7698,7698.5,7698,XBTUSD,2018-06-07T12:42:00.000Z
7698.5,7701.5,7698,XBTUSD,2018-06-07T12:41:00.000Z
7701,7701.5,7701,XBTUSD,2018-06-07T12:40:00.000Z
7701.5,7701.5,7701,XBTUSD,2018-06-07T12:39:00.000Z
7701,7701.5,7701,XBTUSD,2018-06-07T12:38:00.000Z
7701,7701.5,7701,XBTUSD,2018-06-07T12:37:00.000Z
7701,7702,7701,XBTUSD,2018-06-07T12:36:00.000Z
7702,7702,7701.5,XBTUSD,2018-06-07T12:35:00.000Z
7701.5,7702,7701.5,XBTUSD,2018-06-07T12:34:00.000Z
7701.5,7703,7700,XBTUSD,2018-06-07T12:33:00.000Z
7700,7700.5,7698,XBTUSD,2018-06-07T12:32:00.000Z
7698.5,7703.5,7698,XBTUSD,2018-06-07T12:31:00.000Z
7703,7704.5,7700,XBTUSD,2018-06-07T12:30:00.000Z
7700.5,7700.5,7700,XBTUSD,2018-06-07T12:29:00.000Z
7700,7700.5,7700,XBTUSD,2018-06-07T12:28:00.000Z
7700,7700.5,7700,XBTUSD,2018-06-07T12:27:00.000Z
7700.5,7700.5,7698.5,XBTUSD,2018-06-07T12:26:00.000Z
7698.5,7698.5,7696,XBTUSD,2018-06-07T12:25:00.000Z
7696.5,7696.5,7694.5,XBTUSD,2018-06-07T12:24:00.000Z
7694.5,7697,7694.5,XBTUSD,2018-06-07T12:23:00.000Z
7697,7697.5,7696.5,XBTUSD,2018-06-07T12:22:00.000Z
7696.5,7697,7693,XBTUSD,2018-06-07T12:21:00.000Z
7693,7693.5,7692.5,XBTUSD,2018-06-07T12:20:00.000Z
7692.5,7693.5,7692.5,XBTUSD,2018-06-07T12:19:00.000Z
7693.5,7693.5,7693,XBTUSD,2018-06-07T12:18:00.000Z
7693,7693.5,7693,XBTUSD,2018-06-07T12:17:00.000Z
7693,7693.5,7693,XBTUSD,2018-06-07T12:16:00.000Z
7693.5,7693.5,7693,XBTUSD,2018-06-07T12:15:00.000Z
7693.5,7693.5,7693,XBTUSD,2018-06-07T12:14:00.000Z
7693.5,7693.5,7693,XBTUSD,2018-06-07T12:13:00.000Z
7693.5,7693.5,7693,XBTUSD,2018-06-07T12:12:00.000Z
7693,7693.5,7692,XBTUSD,2018-06-07T12:11:00.000Z
7692.5,7692.5,7692,XBTUSD,2018-06-07T12:10:00.000Z
7692.5,7692.5,7692,XBTUSD,2018-06-07T12:09:00.000Z
7692.5,7692.5,7692,XBTUSD,2018-06-07T12:08:00.000Z
7692,7694,7692,XBTUSD,2018-06-07T12:07:00.000Z
7693.5,7694,7693.5,XBTUSD,2018-06-07T12:06:00.000Z
7694,7694,7693.5,XBTUSD,2018-06-07T12:05:00.000Z
7694,7694,7693.5,XBTUSD,2018-06-07T12:04:00.000Z
7694,7694,7693.5,XBTUSD,2018-06-07T12:03:00.000Z
7693.5,7694,7693.5,XBTUSD,2018-06-07T12:02:00.000Z
7694,7694,7693.5,XBTUSD,2018-06-07T12:01:00.000Z
7694,7694,7693.5,XBTUSD,2018-06-07T12:00:00.000Z
7694,7694,7693.5,XBTUSD,2018-06-07T11:59:00.000Z
7693.5,7694.5,7693.5,XBTUSD,2018-06-07T11:58:00.000Z
7694.5,7694.5,7690.5,XBTUSD,2018-06-07T11:57:00.000Z
7690.5,7692.5,7689,XBTUSD,2018-06-07T11:56:00.000Z
7689.5,7689.5,7683,XBTUSD,2018-06-07T11:55:00.000Z
7683,7685.5,7682,XBTUSD,2018-06-07T11:54:00.000Z
7682.5,7686,7681.5,XBTUSD,2018-06-07T11:53:00.000Z
7685.5,7687,7685.5,XBTUSD,2018-06-07T11:52:00.000Z
7686.5,7688,7685.5,XBTUSD,2018-06-07T11:51:00.000Z
7685.5,7688,7685.5,XBTUSD,2018-06-07T11:50:00.000Z
7688,7691.5,7687.5,XBTUSD,2018-06-07T11:49:00.000Z
7691,7692.5,7685,XBTUSD,2018-06-07T11:48:00.000Z
7685.5,7700,7685.5,XBTUSD,2018-06-07T11:47:00.000Z
7699.5,7700,7699.5,XBTUSD,2018-06-07T11:46:00.000Z
7700,7700,7699.5,XBTUSD,2018-06-07T11:45:00.000Z
7699.5,7700,7699.5,XBTUSD,2018-06-07T11:44:00.000Z
7700,7700,7699.5,XBTUSD,2018-06-07T11:43:00.000Z
7700,7700,7699.5,XBTUSD,2018-06-07T11:42:00.000Z
7699.5,7700,7699.5,XBTUSD,2018-06-07T11:41:00.000Z
7700,7700,7699.5,XBTUSD,2018-06-07T11:40:00.000Z
7700,7701,7699.5,XBTUSD,2018-06-07T11:39:00.000Z
7701,7703,7701,XBTUSD,2018-06-07T11:38:00.000Z
7702.5,7702.5,7701,XBTUSD,2018-06-07T11:37:00.000Z
7701.5,7701.5,7701,XBTUSD,2018-06-07T11:36:00.000Z
7701,7701,7699,XBTUSD,2018-06-07T11:35:00.000Z
7699.5,7699.5,7698,XBTUSD,2018-06-07T11:34:00.000Z
7698,7698.5,7698,XBTUSD,2018-06-07T11:33:00.000Z
7698.5,7698.5,7698,XBTUSD,2018-06-07T11:32:00.000Z
7698.5,7698.5,7698,XBTUSD,2018-06-07T11:31:00.000Z
7698.5,7698.5,7697.5,XBTUSD,2018-06-07T11:30:00.000Z
7698,7698,7697.5,XBTUSD,2018-06-07T11:29:00.000Z
7698,7698,7697.5,XBTUSD,2018-06-07T11:28:00.000Z
7698,7698,7697.5,XBTUSD,2018-06-07T11:27:00.000Z
7697.5,7697.5,7697,XBTUSD,2018-06-07T11:26:00.000Z
7697,7697.5,7697,XBTUSD,2018-06-07T11:25:00.000Z
7697,7697,7696.5,XBTUSD,2018-06-07T11:24:00.000Z
7696.5,7697,7696.5,XBTUSD,2018-06-07T11:23:00.000Z
7696.5,7697,7696.5,XBTUSD,2018-06-07T11:22:00.000Z
7696.5,7697,7696.5,XBTUSD,2018-06-07T11:21:00.000Z
7697,7697,7696.5,XBTUSD,2018-06-07T11:20:00.000Z
7696.5,7697,7696,XBTUSD,2018-06-07T11:19:00.000Z
7696,7696.5,7696,XBTUSD,2018-06-07T11:18:00.000Z
7696.5,7696.5,7696,XBTUSD,2018-06-07T11:17:00.000Z
7696,7696.5,7696,XBTUSD,2018-06-07T11:16:00.000Z
7696,7696.5,7696,XBTUSD,2018-06-07T11:15:00.000Z
7696.5,7696.5,7696,XBTUSD,2018-06-07T11:14:00.000Z
7696,7698.5,7696,XBTUSD,2018-06-07T11:13:00.000Z
7698,7700.5,7698,XBTUSD,2018-06-07T11:12:00.000Z
7700,7700.5,7700,XBTUSD,2018-06-07T11:11:00.000Z
7700.5,7700.5,7700,XBTUSD,2018-06-07T11:10:00.000Z
7700,7701,7700,XBTUSD,2018-06-07T11:09:00.000Z
7700.5,7701.5,7700.5,XBTUSD,2018-06-07T11:08:00.000Z
7701.5,7701.5,7700.5,XBTUSD,2018-06-07T11:07:00.000Z
7700.5,7701,7700.5,XBTUSD,2018-06-07T11:06:00.000Z
7700.5,7700.5,7700,XBTUSD,2018-06-07T11:05:00.000Z
